Review_Text,Sentiment_Class
വന്ന് വന്ന് ഇതിലുള്ള പ്രതീക്ഷയൊക്കെ പോയി 40k ഇത് worth ആവുമെന്ന് തോന്നുന്നില്ല എന്തായാലും നോക്കാം 🙂,Negative
ഇനി Price ലാണോ Apple മായിട്ട് മത്സരം🤔🤔🤔,Negative
ഫോൺ കൊഴപ്പം ഉണ്ടാവില്ല പക്ഷെ ആപ്പിൾ ആയിട്ട് 😅😅. Price ഇട്ടത് തെറ്റിപ്പോയി nothinginu,Negative
Realme 9 Pro plus ന്.ബയങ്കര ക്വാളിറ്റി ഇഷ്യൂ ഉണ്ട്.ക്യാമറ . ഫോഗിങ്ങ്. ഡിസ്പ്ലേ .പൈസ പോയിക്കിട്ടി.Return അടിച്ചിട്ട് ഇനിയും ടെക്നീഷ്യൻ വരുമെന്ന തള്ളൽ മാത്രം.ഫ്ലിപ്പ്കാർട്ട് ഊമ്പിച്ചു,Negative
അണ്ണാ ഒരു 2 year കഴിയുമ്പോ സ്ക്രീൻ ഒക്കെ ഗ്രീൻ ലൈൻ വരുമോ ഞാൻ 1+7 pro ആണ് ഉപയോഗിക്കുന്നത് 2.5 year കഴിഞ്ഞു ഗ്രീൻ ലൈൻ വന്നു സ്ക്രീൻ മാറാൻ 17k 😭😭 എല്ലാവരും ഇ problem പറയുന്നുണ്ട് 👍,Negative
ലൈറ്റ് കത്തുന്നത് എനിക്കിഷ്ടമാണ്. പക്ഷേ അതിന് 45000 ഒത്തിരി കൂടിപ്പോയി... ഈ വിലക്ക് ഇതിൻ്റെ പിന്നാലെ പോകാൻ തോന്നുന്നേ ഇല്ല. പണ്ട് 3310 ഒക്കെ യൂസ് ചെയ്യുന്ന കാലത്ത് പിന്നിൽ ഒട്ടിക്കവുന്ന ലൈറ്റ് കൾ available ആയിരുന്നു.. അവ വീണ്ടും തിരിച്ചു വരാൻ ഇതൊരു കാരണം ആവട്ടെ എന്ന് ഒരു പാട് ആഗ്രഹിക്കുന്നു... പത്ത് ഇരുപത് രൂപക്ക് കിട്ടിയിരുന്ന ആ ലൈറ്റ്കൾ അന്നൊരു ഓളം തന്നെ ആയിരുന്നു... ആരുടെയെങ്കിലും കയ്‌വശം ഉണ്ടെങ്കിൽ അറിയിക്കുക,Negative
Front ക്യാമറ പോര,Negative
light ഇല്ല്ലായിരുന്നേൽ ഞാൻ വാങ്ങിയേനെ 🥵,Negative
🎯പുറകിലെ വൃത്തികെട്ട light ഇല്ലായിരുന്നുവെങ്കിൽ കുറച്ചെങ്കിലും ആൾക്കാർ മേടിച്ച്. ആ വൃത്തികെട്ട light കാരണമാണ് ആ ഫോൺ ആ ഫോൺ മേടിക്കാൻ തന്നെ തോന്നാത്തത്🤒🎯,Negative
Carl pie de തള്ളു ഫോൺ 😂.Nothing 1 എടുത്തിട്ട് ഞാൻ വിൽകാൻ പെട്ട പാട് 😅,Negative
"അത് തന്നെയാ പറഞ്ഞത്. 😇 നമ്മൾ സാധാരണ Phone ഹാൻഡിൽ ചെയ്യുന്ന പോലെ Side ലെങ്ങാനും കൈവരുണ സമയം , right button ഞെക്കി Screen off ആക്കാൻ നേരം , ഇടത് ഭാഗത്തെ button ഉം കൂടി press ആയിപ്പോയിട്ട് screenshot ആവുന്നു ! Maybe , bro ടെ കൈപ്പത്തിയും വിരലുമൊക്കെ ചെറുതായിരിക്കും ! 😀 എനിയ്ക്ക് screenshot എടുക്കാനേ സമയമുള്ളൂ🤣🙏. 6 വർഷം ഉപയോഗിച്ച HONOR 6X നു പോലും ഒരിക്കലും സംഭവിച്ചിട്ടില്ല. കേട്ട് കേൾവി പോലുമില്ലാത്ത ഒരവസ്ഥ. എപ്പഴാന്നറിയില്ല , ഫോൺ എറിഞ്ഞ് ഞാൻ തകർക്കുന്നത് !",Negative
ഡേയ്... ആ കൊണച്ച side buttons 3 എണ്ണം തന്നെയാണോഡേ ഇതിനും ? തൊട്ടു പോയാൽ screenshot അടിയ്ക്കുന്ന 3 കോത്താഴത്തെ buttons ഇതിന്റെ SCREEN SHOT തന്നെയുണ്ട് 100 gb ഫോണിൽ 🤬. ക്ഷമയുടെ നെല്ലിപ്പലക കണ്ടു ഞാൻ മടുത്തു. ഒപ്പം ഞാൻ പോലുമറിയാതെ auto rotate ഓണ്&amp,Negative
S20+ വാങ്ങി 1yr ആയി... ഇപ്പോൾ ഫോണിൽ 20 il കൂടുതൽ lines വന്നു കഴിഞ്ഞു... കയ്യിൽ നിന്ന് വീണിട്ടു പോലും ഇല്ല 😭എന്താ bro അങ്ങനെ വരാൻ കാരണം? But യൂസിങ് നൊന്നും ഒരു പ്രോബ്ലം ഇല്ല... ഷോപ്പിൽ ചോദിച്ചപ്പോ ഡിസ്പ്ലേ പോയെന്ന പറഞ്ഞെ... ഇപ്പോഴല്ലാട്ടോ 1st 2 lines vanna ഉടനെ...,Negative
Cam എല്ലാം വർക് അകുനുണ്ടോ. എനിക്ക് 3back cam ഉണ്ട് അതിൽ ഒന്ന് മാത്രമേ വർക് അകുനുള്ളു,Negative
S20 ultra എടുത്ത് oomfi ഇരിക്കുന്ന ഞാൻ. Using for 3 years. Main problem camera focus issue.,Negative
സത്യം bro.. headset jack ഇല്ലാതെ ശോകം.ആണ്....,Negative
പുതിയ ബാച്ച് S20Fe ഫുൾ complaint ആണ് man... സാരമില്ല.. warranty കിട്ടും 😅😅😅,Negative
Sd card സപ്പോർട്ട് ഇല്ലേ എങ്കി ഫോൺ ഉംമ്പി 😂😂😂,Negative
Service Center ഇൽ കൊണ്ട് പോയ്‌ കൊടുത്ത മാറുമോ... Camera Issue മാത്രം ഉള്ളു പഴയ ഒരു quality ഇല്ല photos ഒന്നിനും,Negative
"എന്റെ iqoo z5 ആണ് Camera quality ഇപ്പോൾ മോശം ആയതു ആയി തോന്നുന്നു.. Funtouch os 13,update ന് ശേഷം പഴയ പോലെ നല്ല photos ലഭിക്കുന്നില്ല.. Rear camera ആണ് പ്രശ്നം.. Camera cache എല്ലാം clear ചെയ്തു നോക്കി എന്നിട്ടും ready ആകുന്നില്ല... ഇനി ന്ത ചെയ്യേണ്ടത്.. ആരെങ്കിലും ഇത് പോലെ issue face ചെയ്യുന്നുണ്ടോ ‼️‼️‼️",Negative
No 😂gaming anengil giroscgyroscope polum speed ഇല്ലാ,Negative
POCCO എന്ന് പേരിട്ടത് തെറ്റിയാണ് POKKA എന്നാണ് പറ്റിയ പേര് കാരണം മഹാ പോക്കാണ് ഈ ചവറ് സാധനം😢😢😢വാങ്ങിയവന്റെ ഗതികേട്.വാങ്ങിയ അന്ന് മുതൽ THE WORST EVER,Negative
ഇത്രേം motherboard complaint എല്ലാരും പറഞ്ഞിട്ടും എൻ്റെ poco ക്ക് ഒന്നും പറ്റില്ല എന്ന് വിചാരിച്ച് ആരും poco എടുക്കല്ലെ.😂 അങ്ങനെ വിചാരിച്ച് ആണ് ഞാൻ എടുത്തത് 1.5 year കഴിഞ്ഞപ്പോൾ അടിച്ച് പോയി guys,Negative
ക്യാമറ നിങ്ങളുടെ ഈ വീഡിയോ യിൽ കാണുന്ന quality പോലും എനിക്ക് കിട്ടുന്നില്ല,Negative
ഞാൻ poco x3 use ചെയ്‌യുന്നുണ്ട് ആദ്യ update ചെയ്തപ്പോൾ ഫ്രണ്ട് ക്യാമറ പോയി ഇപ്പൊ ഫിംഗർപ്രിന്റ്റും next എന്താണ് പോവാ എന്നറില്ല 😄😄,Negative
Poco പോലെയുള്ള ഫോൺ ഒരിക്കലും പ്രൊമോട്ട് ചെയ്യരുത്.... Worthless... Waste of money...,Negative
വാരന്റി പീരിയഡ് കഴിയുന്നു.. സോഫ്റ്റ്‌വെയർ അപ്ഡേറ്റ് വരുന്നു...Software അപ്ഡേറ്റ് ചെയുന്നു മദർ ബോർഡ്‌ അടിച്ചു പോകുന്നു... ശുഭം 🤨,Negative
"ഒക്കെ ശെരി, പക്ഷെ ഒരു 8 മാസം ആവുമ്പോ motherboard booooooom..... 💥💥😎",Negative
ഇത്രയും വില വരുമ്പോൾ Ominivision ഊള സെൻസർ കൊടുക്കാൻ പാടില്ലായിരുന്നു..xiomi ക്ക് തന്നെ അറിയാം അത്ര നല്ല സെൻസർ അല്ല എന്ന്..കോസ്റ്റ് കട്ടിംഗ് ചെയ്യുമ്പോൾ main ക്യാമറ യില് ഇതുപോലത്തെ ഊള പരിപാടി കാണിച്ച് വെക്കരുത്🙂,Negative
"Poco തന്നെ പോക്കോയെ പണ്ടേ കൊന്നു കളഞ്ഞു,,,",Negative
bt update ചെയ്യുന്നതിന്റെ പുറകെ സംഭവിച്ചത് ആണ്‌ ഇത്‌.. ഇത് nk മാത്രം അല്ല പരിചയം ഉള്ള കുറെ പേര്‍ക്ക് ഈ പണി കിട്ടി.. Pinne മറ്റൊരു phone നും ഇല്ലാത്ത രീതിയില്‍ ഇതിന് മാത്രം സംഭവിക്കുന്നത് കാണുമ്പോ മനസ്സിലാക്കാം ല്ലോ... വാങ്ങിയ അന്ന് മുതൽ bugs ഉണ്ട്.. Software കൃത്യമായി bugs fix ചെയ്തിട്ടില്ല... അത് കൊണ്ട്‌ തന്നെ software നെയും അതിന്റെ updation യും പുണ്യാളന്‍ ആയി ചിത്രീകരിക്കാന്‍ പറ്റില്ല.. 😅😅... Hardware motherboard നും issue ഉണ്ടാകാം രണ്ടും കൂടി optimized അല്ലായിരുന്നു എന്ന് വേണം കരുതാന്‍.. Updation samayathe Heating ആണ്‌ villain എന്നാണ്‌ service center ഇല്‍ നിന്ന് കിട്ടിയ വിവരം..inipo ന്ത് പറഞ്ഞിട്ടെന്താ പോയത് പോയില്ലേ 🥶,Negative
എൻ്റെ പൊന്നു മചാൻമരെ poco എടുക്കരുതേ പോക്കാണ്...😭 പൈസ ഉള്ളവർ പോയി എടുത്തോ വേറെ ഫോൺ പെട്ടന്ന് മാറി എടുക്കാൻ തരം ഉളളവർ.. എൻ്റെ മാത്രം അനുഭവം അല്ല.. F1 ഒഴികെ ബാക്കി models use ചെയ്തവരോട് ചോദിച്ച് നോക്കിക്കോ... എപ്പോ അടിച്ച് പോകും എന്ന് പറയാൻ പറ്റില്ല... 😬😬😐😐 ഞാനും ഒരു poco ഫാൻ ആയിരുന്നു...,Negative
Oru varsham kazhiyumbo camera adich പോകും.. പിന്നെ കുറച്ച് കഴിയുമ്പോ mother board um,Negative
എന്തൊക്കെ പറഞ്ഞിട്ടും കാര്യം ഇല്ല കുറച്ചു നാൾ കഴിയുമ്പോൾ ഏന്തെകിലും അടിച്ചു പോകും എന്റ poco x2 camera അടിച്ചു പോയി ഇനിയൊരിക്കലും poco brand use ചെയ്യില്ല.,Negative
എന്റ f1 hevey യൂസ് dead aayi bord അടിച്ചുപൊളി എന്നിട്ടുഞാൻ x3പ്രൊ എടുത്തു after update dead മതിർബോഡ് അടുത്തുപോയി അതോട ഞാൻ poco എന്നാ ബ്രാന്റ് ഉപേക്ഷിച്ചു ഇപ്പോൾ എന്റ കയ്യിൽ iqneo 6 und 1 year ആയി no complates 🎉,Negative
POCO Means പോക്ക് 😂😂😂,Negative
poco ഫോൺ മാക്സിസ്മാം ഒഴിവാക്കുന്നത് ആണ് നല്ലത് ബ്രോ അനുഭവം ഗുരു 😢😢😢,Negative
ഞാൻ POCO F3 GT ആണ് USE ചെയ്യുന്നത്നല്ല HEATING ഉണ്ട് 🤦🏻‍♂️ 🥵🥵🥵🥵🥵,Negative
Poco ആണൊ പോക്കാ..,Negative
Poco വിശ്വാസം ഇല്ല 🙏,Negative
"ഇന്നും Dead ആയ ഒരു poco X3 pro ശരിയാക്കിയതേ ഉള്ളു, അതുകൊണ്ട് ഒരു പേടി ആണ് Poco വാങ്ങാനും Recommend ചെയ്യാനും. പിന്നെ 2 Year Warranty കാണും poco F4 പോലെ. അതാണ് ആശ്വാസം.",Negative
"Poco,redmi വിശ്വാസ്യത നശിപ്പിച്ചു...നമ്മക്ക് Samsung മതി",Negative
എന്തൊക്കെ ഉണ്ടെന്ന് പറഞ്ഞാലും board സ്വാഹാ... 😁,Negative
motherboard adichu പോവും എന്റെ poco x 3 pro അടിച്ചു പോയി...😭,Negative
Poco x3 user ആയിരുന്നു.. കിടിലം performance കിടിലം camera കിടിലം built quality.. Bt ന്താ ചെയ്യാ software updation ഇല്‍ എല്ലാം പോയി കിട്ടി.. Tholach.. ഉള്ള വിശ്വാസം മൊത്തം പോയി കിട്ടി.. ഇനി ഒന്ന് ഒന്നര കൊല്ലം poco phones ന്റെ അവസ്ഥ നോക്കിയിട്ട് മാത്രമേ edukkullu.. ഇപ്പൊ use ചെയ്യുന്ന Iqoo neo 6 ന്റെ night camera performance nekkalum nk poco x3 യുടെ night mode ആയിരുന്നു ഇഷ്ടം.. ന്ത് ചെയ്യാം.. 💔💔💔,Negative
Mister 1 update vanna mathi bakki വരുന്നടുത് വെച്ചു നോക്കിക്കോ 😊😢,Negative
ചത്താലും poco വാങ്ങില്ല,Negative
UI കാണുമ്പോ കലി വരും,Negative
Uyyo poco sheri enna🚶‍♂️njn പോണ് 🚶‍♂️🚶‍♂️🚶‍♂️,Negative
എന്തിന്.... Update തന്ന് വര വീഴ്ത്താൻ അല്ലെ...എന്റെ പൊന്നോ വേണ്ട....,Negative
"Waste product don&#39;t buy ഇതിൽ നോക്കിയിട്ട് വേണം health maintain ചെയ്യാൻ, fake censor&#39;s, കയ്യിലുള്ള ഫോൺ എടുത്ത് നോണ്ടാൻ വലിയ പാടായതു കൊണ്ടായിരിക്കും ഈ സാമാനം വാങ്ങി ഉപയോഗിക്കേണ്ടത്🤣",Negative
1500 പ്രതീക്ഷിച്ചു 9k എന്നറിയുന്ന ഞാൻ😢,Negative
Price 9k😌 അപ്പോ ശെരി wokey bye😭,Negative
<b>9k is too over price💯</b>..<b>3 മണി കഴിഞ്ഞു കാണുന്നവർ ഉണ്ടോ🔥</b>,Negative
ഈ phone normal using ചെയ്യുമ്പോൾ തന്നെ heating അവുന്നു charge ഒരു half day using പറ്റുകയുള്ളു മറി കിട്ടാൻ എന്ത് ചെയണം,Negative
Normal using ചെയ്യുമ്പോൾ തന്നെ heating അവുന്ന്,Negative
Over heating problem ഉണ്ട് charging പെട്ടന്ന് തിരും😢😢,Negative
Motorola ഫോൺ അപ്‌ഡേറ്റ് ചെയ്യുന്നത്.Motorola ഫോണിന്റെ ഡിസ്‌പ്ലേയെ തകരാറിലാക്കും. Motorola ഫോൺ വളരെ മോശം ഫോണാണ്. ആ പണത്തിന് നിങ്ങൾക്ക് മറ്റൊരു ഫോൺ വാങ്ങാം കേരളത്തിൽ Motorola സർവീസ് സെന്റർ വളരെ മോശമാണ്. ഒരു motorola ഫോൺ വാങ്ങുന്നത് വലിയ നഷ്ടമാണ്.,Negative
ഫസ്റ്റ് charging problem വരും 1 year കഴിയുമ്പോൾ boardum പോകും ...,Negative
പഴയ moto അല്ല എന്ത് എക്സ്പീരിയൻസ് എന്ന് പറഞ്ഞാലും ചവർ ആണ് user ആയോണ്ട് ആണ് പറയുന്നേ 🤢,Negative
695ചിപ്സെറ്റ്.1year അഡ്രോയിഡ് അപ്ഡേറ്റ്....20000രൂപ....ഫോൺ മോട്ടോയുടെ കയ്യിൽ തന്നെ ഇരുന്നോട്ടെ....ഞങ്ങൾക്ക് വേണ്ട.... ഇപ്പോൾ പഴയതു പോലെ ഒന്നും അല്ല... ചിപ്സെറ്റും പെർഫോമൻസുംഅപ്ഡേഷനും ഒക്കെ നോക്കി തന്നെയാണ് പലരുംഫോൺ സെലക്ട്‌ ചെയ്യുന്നത് .,Negative
😂4k video എടുക്കാനും പറ്റില്ല...😢.കാണാനും പറ്റില്ല...😅.Any way it&#39,Negative
Motorola service വളരെ മോശം ആണ്. Parts കിട്ടാനില്ല. 2-4 weeks ആണ് repair ചെയ്യാനുള്ള സമയം.,Negative
Moto എടുക്കല്ലേ greenlinrle isse und,Negative
എടുക്കരുത് ഒട്ടും qoulty ilh ente phone eduth 6 mnth ullil thsnne display ഇളകി,Negative
"കുഴിയിൽചാടരുത്, COMPLAINT PHONES",Negative
SAMSUNG ൻറ്റ വിലപിടിപ്പുള്ള 4PHONE വാങ്ങി 4ഉം പെട്ടെന്ന് COMPLAINTS ആയി ഒന്ന് പൂർണമായും പ്രവർത്തനരഹിതമായി.,Negative
78000 രൂപയാണ്.... Worth അല്ല. ഒരു 60 ആണെങ്കിൽ ഇത് ok,Negative
കുറഞ്ഞ വിലയിൽ കിട്ടുന്ന ഫോണുകൾ വരെ 5000mah ബാറ്ററി ലഭിക്കുമ്പോൾ ഇത്രയും വില കൂടിയ ഫോണിൽ 3900mah ഒരു വലിയ പോരായ്മ തന്നേയാണ്,Negative
Samsung എത് ഫോൺ എടുത്താലും.ക്യാമറ പോക്കാണ്....👎👎👎👎👎,Negative
ഒരു update ചെയ്ത ഷീണം മാറാൻ ഇപ്പോ display മാറാൻ നടക്കുവാ,Negative
വിവോ x സീരിയസ് വാങ്ങരുത് പണി കിട്ടും😢😢😢😢,Negative
Sample photo കണ്ടിട്ട് അത്ര പോരാ,Negative
ഈ തൊലിഞ്ഞ ഫോണിന് 85k 🥴.Not worth for the price 👎🏻,Negative
ഇതെടുത്തു വെറുതെ ക്യാഷ് കളയല്ലേ 😩apple13 എടുത്തോളൂ,Negative
ഇപ്പോൾ Snapdragon But 888-8gen 1 വരെ ഇറങ്ങിയ ഒന്നും കൊള്ളില്ല..,Negative
ക്യാമറ ഏറ്റവും മോശം ഓപ്പോ8 T എന്ന ഫോണാണ്,Negative
Back view (camera part) ഒരു ബോർ ആയി തോന്നിയത് എനിക്ക് മാത്രമാണോ???.ഞാൻ x60 upgrade ചെയ്യാൻ ആഗ്രഹിച്ചിരുന്നു but x60 യേ അപേക്ഷിച്ച് കൂടുതൽ എന്ന് എടുത്ത് പറയാൻ ഒന്നും തന്നെ എനിക്ക് കാണാൻ കഴിഞ്ഞില്ല. പിന്നെ ക്യാമറ portion കുറച്ച് maintan ചെയ്യൻ ബുദ്ധിമുട്ടാകും.,Negative
X70 pro ഉള്ള ഞാൻ.. മുടിഞ്ഞ വിലയും അതിന്റെ പകുതിപോലും feturesum ഇല്ലാത്ത സാധനം ആണ് വിവോ,Negative
ഓപ്പോ റെനോ8 T എന്ന കൂതറ ഫോണും ക്യാമറനോക്കിഎടുത്തതാണ് 108 mp അത് എടുത്തതോടെ ഞാൻഊമ്പി ഉമിഡിജിബൈസൺ എന്ന ഫോണിലുള്ള 48 mp Ai ക്യാമറയുടെ ക്വാളിറ്റി പോലുമില്ല,Negative
Viedio ഒഴിച്ചാൽ baki okke പോരാ. Xiomi 13 pro ithinum നല്ല macroyum mattum edukm,Negative
Flagship ഫോണുകളിൽ ഏറ്റവും മോശം ക്യാമറ output നൽകുന്നത് വിവോഫോൺ ആണ് നിൻറെയൊക്കെ തള്ള് കേട്ട് vivox80pro എടുത്തു മൂഞ്ചിയ ഞാൻ,Negative
Lcd display.. കളഞ്ഞു 🤦‍♂️,Negative
"&quot;Lcd&quot; display , അതിൽ തന്നെ എല്ലാം തീർന്നു",Negative
Azuz zenfone 9 ന്റെ design copy😭,Negative
Camera വളരെ മോശം,Negative
"Bro, then how can you say that &quot;there is no problem &quot; with poco phone...?..Everyone says &quot;പോക്കോ&quot; അല്ല, വെറും &quot;പോക്ക് &quot; ആണ്...!!",Negative
ഇപ്പളും പഴഞ്ചൻ വാട്ടർ drop ഡിസ്പ്ലേ 😏😏👏🏻,Negative
Realme hanging ഉണ്ട്..പിന്നെ network reception പോര,Negative
എന്തൊക്കെ ആയാലും അവസാനം water drop display 🤷‍♂️,Negative
ചേട്ടാ കാര്യമറിയാതെ വെറുതെ പറയരുത്...Iqoo phones തല്ലിപ്പൊളി ആണ്‌..,Negative
Software user interface ൽ iqoo phones വെറും തോൽവി ആണ്. വെറും വേസ്റ്റ്.,Negative
9pro plus realme.ലാഗാ,Negative
എന്തുണ്ടായാലും Waterdrop notch 👎,Negative
കണ്ണ് പൂട്ടി വാങ്ങാൻ പറ്റില്ല phone ബോർ ആണ്,Negative
Funtouch എനിക്ക് വേണ്ട...അതാണ് പ്രശ്നം.,Negative
"ക്യാമറ പോരാ 48mb, യുടെ ലോക്കൽ ഫോണിന്റെ ക്ലിയർ പോലും ഇല്ലാ",Negative
"ഈ പ്രൈസിലും Stereo Speakers, Ultra Wide Camera എന്നിവ ഇല്ലാത്തത് വളരെ നിരാശാജനകമായി. Curved Display ഒഴിവാക്കിയാലും പ്രശ്നമില്ലായിരുന്നു.",Negative
"3.5mm ജാക്ക് ഇല്ല , nfc ഇല്ല, മെമ്മറി കാർഡ് സപ്പോർട്ട് ഇല്ല, stereo speaker ഇല്ല ... പിന്നെന്തു അടിപൊളി",Negative
yes true. Mono speaker ആണ് thannirikkunathu. Sound quality is poor. Again no NFC in Iqoo&#39,Negative
1200 instond touch Sampling Rate വെറും Gymic ആണ് 🫤.360 ഒക്കെ കിട്ടിയാൽ ഭാഗ്യം 🤗,Negative
എന്തൊക്കെ ഉണ്ടെന്നു പറഞ്ഞിട്ട് എന്ത് കാര്യം? Amoled display ഇല്ലലോ 👎👎,Negative
കാശ് കൊടുത്ത് പരസ്യം Pocket ൽ ഇടു നടക്കേണ്ട ആവശ്യം ഇല്ല.,Negative
കോക്കാ കോളയോ കഞ്ഞിവെള്ളമോ കൊടുത്താലും ഇവന്മാർ ജന്മത് AMOLED കൊടുക്കത്തില്ല 🙏🙏🙏,Negative
Poco പോക്കാ ബ്രോ 😜🤣🤣.അനുഭവം ഗുരു 👌,Negative
Sr software update ചെയ്തു അപ്പോള്‍ camera quality കുറഞ്ഞു Samsung m62 anne phone any solution for that need a help,Negative
Front കാമറ ദുരന്തം... X70 pro plus കണ്ടതാണ്.. Same pich...4k യും ഇല്ല stablization ഉം ഇല്ല Quality ഉം കാണില്ല.. Heating എങ്ങിനെ ഉണ്ടെന്ന് കണ്ടറിയണം... ഒരു 5000 mah ബാറ്ററി എങ്കിലും കൊടുക്കാമായിരുന്നു.,Negative
heating പ്രോബ്ലം കൂടുതലാണ്,Negative
Camera oriented ഫോണിൽ stebilisation ഇല്ലെങ്കിൽ പിന്നെന്തിനാ 🤕🤢,Negative
"ഇതൊക്കെ കാണുമ്പോൾ Samsung നെ എടുത്തു കിണറ്റിൽ ഇടാൻ തോന്നുന്നു.1lakh19k ൽ Case, Charger, ഒന്നും ഇല്ല 🤮",Negative
ഫോണിന്റെ വില അറിഞ്ഞാപ്പോൾ ഞെട്ടി. ഇതിലും നല്ലത് samsung annu,Negative
Design കൊള്ളത്തില്ല 😐💔,Negative
Vivo phone ൽ gesture navigation ചെയ്യുമ്പോൾ bottom left and right swiping ൽ apps switching ഇത് വരെ implement ചെയ്തിട്ടില്ല. മറ്റെല്ലാ കമ്പനികളും അത് ചെയ്തിട്ടുണ്ട്. ഇത് വളരെ ഉപകാരപ്രദമായ ഒന്നാണ്. ഈയൊരു കാരണം കൊണ്ട് മാത്രമാണ് ഞാൻ വിവോ ഫോണുകൾ വാങ്ങികാത്തത്. .Funtouch OS is improved. ഇതിനെ കുറിച്ച് നിങ്ങൾ ഒരു വീഡിയോ ചെയ്യുമോ?,Negative
May Be Over Priced ആണെന്ന് തോന്നുന്നു 😒,Negative
Vivo y21 വാങ്ങിച്ചു ചവറു ഫോണ്‌ അത് ഒഴിവാക്കി samsung A53 5g എടുത്തു സൂപ്പർ phone,Negative
എന്തായിട്ടെന്താ IP protection ഇല്ലല്ലോ,Negative
Add കൂടുതലാണ്,Negative
2 മാസം camara നല്ലത് പോലെ നിക്കും അതുകഴിഞ്ഞു ഉംഫും 100%,Negative
എന്റെ വശം രണ്ടെണ്ണം ഉണ്ട് . Not Working... Display complaint,Negative
ചുരുക്കി പറഞ്ഞാൽ 7 pro പോര,Negative
പിന്നെ call കിട്ടാത്ത pixel experience വളരെ മികച്ച ഒരിതാണ് 😆,Negative
ചുരുക്കം പറഞ്ഞാൽ ഈ phone ഒരു തോൽവി ആണ് അല്ലെ ?,Negative
ഇത്രയും വില ഉള്ള ഫോൺ ആകുമ്പോ..fast charging ഇല്ലാത്തത് മോശം ആയി പോയി...also network issue,Negative
എന്റെ Samsung ഇന്നും പ്രശ്നം വരുന്നുണ്ട് Network ൽ 🙁,Negative
ഞാൻ pixcel 7 pro ആണ് ഉപയോഗിക്കുന്നത് വിത്ത്‌ jio sim. എപ്പോഴും emergency calls only എന്ന് കാണിക്കും. Restart ചെയ്തിട്ടും ഒരു മാറ്റവും ഇല്ല,Negative
"Nte പൊന്നോ...pixel nnu kelkumbam പേടിയാ...ഒരു moonjiya 6a medichitt odukkathe battery draining 😭...chumma കൊണ്ട് നടക്കാം use ചെയ്താൽ 5 hrs ൽ 30%😭😭...bhayankara advanced updation aanu, Oro updation um Oro hour kooduthal draining...bhayankaram thanne",Negative
S10 Exynos variant ആണേൽ battery backup kittoola snapdragon variant ആണേൽ എടുക്കാം,Negative
എന്തൊക്കെ പറഞ്ഞാലും charging സ്പീഡും battery backup ഉം pixel ശോകം തന്നെയാ ഇപ്പഴും,Negative
Design ഇഷ്ടപ്പെട്ടില്ല 🚀,Negative
"സ്പീക്കർ പോരാ .ഗെയിമിംഗ് ഫോൺ അല്ല .facelock പോരാ . .ആകെ പറയുന്നത് സ്മൂത്ത് ആണ് സ്മൂത്ത് ആണ് എന്ന് ....85k..Vedio startingil oru youtubere ntho parayunnath kandu .Ath thanne thirich parayan ollu 👍🏻..നിങ്ങളെ എല്ലാവരും ഐഫോൺ വിരോധി എന്ന് പറയണപോലെ , നിങ്ങളെ ന്തേലും പറഞ്ഞാൽ ഐഫോൺ ഫാൻ ആക്കുവായിരിക്കും അല്ലെ 😁",Negative
"കണ്ടിട്ട് ഇഷ്ടപ്പെട്ടില്ല. ഇന്റർഫേസ് തീരെ പ്ലെയിൻ ആയി തോന്നി. 30-40 ന് ഉള്ളിൽ തന്നെ വില പരമാവധി നിന്നാൽ പരിഗണിക്കാം. സാംസങ് exynos തന്നെ അഡ്ജസ്റ്റ്മെന്റിൽ ഗൂഗിൾ ചിപ്പ് ആയിട്ട് ഇറക്കിയത് ശരിയായില്ല. Pixel 12, 14 ഒക്കെ വരുമ്പോൾ പരിഗണിക്കാം. തല്ക്കാലം മാണ്ട",Negative
Weight ഇക്ക കുറവാ but ഒരു hype enu ഉള്ള sathnam ഇല്ല video ekka comparing with iphone ok ok .ente tesla aa pi phone onnu pettanu ഇറക്കമോ 😢😮😮😮എന്നിട് വേണം അത് poye എടുക്കാൻ😅,Negative
Pixel ഫോണിൽ നമ്മുടെ നാട്ടിൽ network issue undo എന്ന് ഒന്ന് പറയാമോ.,Negative
Gaming phone alla speaker 🔊 sound പോരാ.ക്യാമറ മപ്പ് ഒരു രക്ഷയും ഇല്ല.,Negative
എനിക്ക് display ക്ക് ഒരു complaint വന്നു. Service നോക്കിയിട്ട് കിട്ടിയില്ല. വേറെ പ്രശ്നം ഒന്നും ഇല്ല.,Negative
നിലവിൽ ഇല്ല എന്നാണ് എനിക്ക് മനസ്സിലായത്. Pixel 5 ൽ ഒരു problem വന്നിട്ട് അന്വേഷിച്ചപ്പോൾ India യിൽ ഇല്ലാത്തത് കൊണ്ട് എനിക്ക് ഒന്നും ചെയ്യാൻ പറ്റിയില്ല. Pixel 5a ക്കും future ൽ India യിൽ launch ചെയ്യുന്ന phones നും ചിലപ്പോൾ service ഉണ്ടാകും.,Negative
Memory വളരെ കുറഞ്ഞു പോയി...🧐,Negative
koppann s22 ultra iphon 14 pro ivayude aduth polum vakkan kollilla ok aake ullath better software experience athra thanne,Negative
ഇതും charger എടുത്ത് കളഞ്ഞ,Negative
angu talli marikuvanallo evidunn kitti arivu..3yr os update ullu..5 year security update um…,Negative
Notch ഭയങ്കര bor,Negative
