Review_Text,Sentiment_Class,,,
Android ഫോണിൽ connect ആവോ,Neutral,,,
"പുതിയ ഐഫോൺ വാങ്ങുമ്പോൾ Airpod കിട്ടുമോ, അതോ വേറെ വാങ്ങേണ്ടി വരുമോ?",Neutral,,,
iPhone 8 64 black 100/ battery 🔋 എത്ര രൂപ വരും,Neutral,,,
Iphone 7 iphone 8 Display length സെയിം ആണോ,Neutral,,,
“ iPhone 8 ”ൽ 12 or 18 or 20watt charger ഉപയോഗിക്കുന്നതിന് കുഴപ്പമൊന്നുമില്ലല്ലോ...?.better എത്ര watt ചാർജറ .......?.Please reply 🙏🏻♥️,Neutral,,,
Side അലൂമിനിയം അല്ല steel ആണ്,Neutral,,,
20k 8 എടുക്കാൻ പറ്റോ,Neutral,,,
Portrait mode കിട്ടാൻ എന്തെങ്കിലും വഴിയുണ്ടോ,Neutral,,,
ഒന്നര വർഷം പഴക്കമുള്ള iphone 8plus ഉണ്ട് 64GB ഏകദെശം എത്ര രൂപക് വാങ്ങാൻ പറ്റും... ? അറിയുന്ന ആളാണ് ഫോൺ ഉപയോഗിച്ചത് സ്‌ക്രീൻ പ്രൊട്ടക്ടറും കവറും ഉപയോഗിച്ചത് കൊണ്ട് പ്രത്യേകിച്ച് സ്ക്രാച് ഒന്നും കാണാൻ ഇല്ല... പ്ലീസ്‌ റിപ്ലൈ,Neutral,,,
6 s ല്‍ Videyo recording nallathano bro,Neutral,,,
Iphone 7 plus ഇനിയും എത്ര കൊല്ലം അപ്‌ഡേഷൻ കിട്ടും??,Neutral,,,
bro ഈ ഫോൺ ഒരു second വന്നിട്ടുണ്ട് but അതിന്റെ lcd change ചെയ്തിട്ടുണ്ട്.പിനീട് എന്തെങ്കിലും problem വരുമോ,Neutral,,,
"ചേട്ട I ഫോൺ 11 pro ദുബായ് യിൽ നിന്നും വാങ്ങിയാൽ. Normal രീതിൽ ഉപയോഗിക്കാൻ പറ്റുമോ, (Net work pblm or, any other pblm)",Neutral,,,
Xs max എങ്ങനുണ്ട് bro,Neutral,,,
11 pro or pro max ആണോ better,Neutral,,,
"Bro one plus 8, iphone 11.ഇതിൽ ഏത് ഫോൺ ആണ് നല്ലത്? Perfomance, qualities, long time use, ? Please പറയൂ",Neutral,,,
Pro and pro max തമ്മിലുളള വ്യത്യാസം എന്താ...?? Size മാത്രമാണോ അതോ features ലും വ്യത്യാസം ഉണ്ടോ??,Neutral,,,
Bro charge നില്കുന്നോണ്ടോ,Neutral,,,
രണ്ടു sim ഇടാൻപറ്റിയ iphone ഏതൊക്കെയാണ്,Neutral,,,
"ചേട്ടാ, പുതിയ iphone 8+ ഫോൺ വാങ്ങുമ്പോൾ അതിൽ ബാറ്ററി ഹെൽത്ത് 100 ആണോ ലഭിക്കുക? Please replay...",Neutral,,,
അല്ല ചേട്ടാ ഈ software 2 to 3 year കിട്ടും എന്ന് പറഞ്ഞില്ലേ അപ്പോ അത് കഴിഞ്ഞ ഈ ഫോൺ usage ചെയ്‌ൻ പറ്റാതെ ആവോ,Neutral,,,
Iphone 8plus 64 35k rupees ലാഭം ആണോ 🤔,Neutral,,,
"Bro, ഇതിന്റെ ക്യാമറ ആണോ xr aano better?",Neutral,,,
35k രൂപക്ക് fresh kittuvo🤔,Neutral,,,
ചാർജ് prblm ഉണ്ടോ,Neutral,,,
"Hi Bro,.Iphone 11 Flipkart-ൽ നിന്നും വാങ്ങിക്കുന്നതിന് എന്തെങ്കിലും പ്രശ്നമുണ്ടോ? Please Replay.",Neutral,,,
64ജിബി aduthal scene indo,Neutral,,,
Updation എത്ര വർഷം കിട്ടും,Neutral,,,
"Japan, america ഇതിൽ ഏതാണ് better..? 1 year warranty എടുത്താൽ എങ്ങനെയുണ്ടാകും..?",Neutral,,,
<b>Broi gaming ന്ന് 12 edukunne ആണോ 11 edukunne ആണോ nallath??</b> plzz replay,Neutral,,,
അതിലും ഉണ്ട് എന്തായാലും ios16 കിട്ടുമോ എന്ന് doubt ആണ് 😌,Neutral,,,
Bro ഇപ്പൊ 25000 കിട്ടുന്നു നല്ലത് ആണോ,Neutral,,,
വ്ലോഗ്ഗ് ചെയ്യാൻ പറ്റുമോ se2,Neutral,,,
"Bro iphone 6 use ചെയ്യുന്ന ഞാൻ se 2 എടുക്കുന്നത് നല്ല ഓപ്ഷൻ ആണോ? Lite usage ആണ് ഗെയിമിംഗ് ഒന്നും ഇല്ല , .Casual ആയുള്ള wtsp, insta okke ഒള്ളു സോഷ്യൽ മീഡിയ etc...",Neutral,,,
Bro ഇത് instagram reel video ചെയ്യാൻ പറ്റുമോ ..നല്ല slomotion ഒകെ നല്ലതാകുമോ .Reel video creating best phone ആണോ.. ബ്രോ reply...,Neutral,,,
Camara review ചെയ്യുമ്പോൾ slow motion add ചെയ്യാമോ,Neutral,,,
SE എങ്ങനുണ്ട് ബ്രോ,Neutral,,,
Bro iPhone 12 S ഈ വർഷം ഇറങ്ങുമോ ഒരു വിഡിയിൽ കണ്ടു,Neutral,,,
ഒരു iphone എടുക്കാൻ താൽപര്യം ഉണ്ട്6 6s 7 8 ethil eatha നല്ലത്,Neutral,,,
ഇപ്പൊ ഒരു iphone se അല്ലെങ്കിൽ 6s വാങ്ങുമ്പോൾ എത്ര capacity storage ഉള്ളത് എടുക്കാൻ ആയിരിക്കും recoment ചെയ്യുന്നത് bro,Neutral,,,
Iphone 13 75 Battry Health Ayaal Battry മാറ്റണോ അത് നിർബന്ധം Ano pls Reply,Neutral,,,
"Bro, ആദ്യമായി iPhone എടുക്കാൻ പ്ലാൻ ഉണ്ട്. Used 12 pro ആണോ അതോ പുതിയ 13 pro ആണോ better option?",Neutral,,,
12 pro max ആണോ 13 ആണോ ബെറ്റർ?,Neutral,,,
രണ്ടിന്റെയും ബാറ്ററി മാക്സിമം എത്ര മണിക്കൂർ കിട്ടും എന്ന് പറയാമോ pls...,Neutral,,,
"Autoenhance feature എങ്ങനെ disable ചെയ്യാൻ കഴിയും, real image കിട്ടുന്നില്ല",Neutral,,,
12 pro or 13 ഏതാണ് ഇപ്പൊ എടുക്കാൻ നല്ലത്,Neutral,,,
Bro pixel 6 review ചെയ്യാമോ,Neutral,,,
ബ്രോ പിങ്ക് കളർ ചോസ് ചെയ്യാനുള്ള കാര്യം? Srarlite ആണോ പിങ്ക് വാങ്ങണോ എന്നൊരു കൺഫ്യൂഷൻ,Neutral,,,
Aah നോട്ച് ഡിസൈൻ കാണുമ്പോൾ 12 ആണ് കാണാൻ രസം അല്ലെ 🤔🤔,Neutral,,,
Bro iPhone xr 11 xsmax ഏതാ ഇപ്പോ game കളിക്കാൻ എടുക്കാൻ നല്ലത്,Neutral,,,
Hi bro iphone 12 എടുക്കുന്നതാണോ നല്ലത് iphone 11promax aano,Neutral,,,
Bro ഉപയോഗിക്കുന്ന ആപ്പിൾ വാച്ച് ഏതാണ്? Nike edition ആണോ?,Neutral,,,
<b>ഓഡിയോ ക്വാളിറ്റി എന്താ വ്യത്യാസം🤔</b>,Neutral,,,
Pro models review ചെയ്യുമോ?,Neutral,,,
X or xr ഇതിൽ ഏത് എടുക്കാൻ ആണ് better?,Neutral,,,
Iphone se കൂടെ വീഡിയോ ചെയ്യാമോ,Neutral,,,
ബ്രോ ഒരു സംശയം ആമസോണിൽ refurbished renewed iphones und അത് വാങ്ങുന്നതിൽ തെറ്റുണ്ടോ എൻ്റെ ഒരു ഫ്രണ്ട് വാങ്ങി അവന് കിട്ടിയത് like new iphone ആണ് with 95 % battery the price was just amazing,Neutral,,,
Pixel 3 video ചെയോ bro,Neutral,,,
2022 ഇൽ iphone se worth ആണോ plz replay 🙂,Neutral,,,
No Service. ഇങ്ങനെ ഇടക്ക് കാണിക്കുന്നു. iphone 12 il. അത്‌ എത്നാ സംഭവം എന്ന് അറിയൊ. എപ്പോഴും ഇല്ല.,Neutral,,,
Chetta ente phone vivo v21e anu athu engage anu ചാർജ് cheyendathu 100 % full charge cheythal kuzhappam undo ബാറ്ററി 20% ആയിട്ടാണോ കുത്തി എടേണ്ടത് അതോ iPhone ഓക്കേ കുത്തിയിടുന്നത് പോലെ എപ്പോൾ വേണേലും കുത്തിയിടമോ,Neutral,,,
"Bro, ഇപ്പൊ samsung s20 fe 5g or iPhone 11 ഏതാണ് ബെറ്റർ ??.plz replyyyyyyy 🙏🏻",Neutral,,,
2nd iPhone 11 pro max 256gb ക്ക് മാക്സിമം ഇപ്പോ എത്ര കൊടുക്കാം? ☺️☺️,Neutral,,,
Se2020 il നിന്നും xr ലേക്ക് മാറുന്നത് worth ആണോ ബ്രോ..🧐,Neutral,,,
Iphone 8 plus 2022 vidio ചെയ്യൂ bro,Neutral,,,
ആൻഡ്രോയ്ഡ് ൽ dual ആപ്പ് ആയി ഉപയോഗിക്കുന്ന parallel space പോലെ ഐഫോൺ ൽ ഉണ്ടോ,Neutral,,,
Finger print sensor ഇല്ലേ ഇതിൽ,Neutral,,,
ഇതിൽ നന്നായിട്ട് pubg കളിക്കാൻ പറ്റുമോ,Neutral,,,
Note 20 ultra യും ആയി campare ചെയ്യുമ്പോൾ ഏതാണ് better choice,Neutral,,,
Vivo x70pro plus നല്ല ഫോൺ ആണോ bro,Neutral,,,
Mi 10s ഇവിടെ ഇറങ്ങിട്ടുണ്ടോ?അത് കിട്ടാൻ വഴിയുണ്ടോ?,Neutral,,,
Disadvantage ആയി എന്തെങ്കിലും തോന്നിയോ.. ഒരണം എടുക്കാൻ വേണ്ടിയായിരുന്നു.. ഭയങ്കര ഡിമാൻഡ് ആണെന്ന് തോന്നുന്നു.. എങ്ങും സ്റ്റോക്ക് ഇല്ല..,Neutral,,,
"Bro s22 ultra or Mi 11 ultra, ഏതാണ് നല്ലത്? Please Advice 🙏എടുക്കാനാണ്",Neutral,,,
Mi 11ultra vs One plus 9pro ഇതിൽ ഏത് phone ആണ് നല്ലത് please പറയോ 🙏,Neutral,,,
iPhone 12 Pro കൊടുത്തു ഇത് വാങ്ങിയാൽ മണ്ടത്തരം ആകുമോ,Neutral,,,
എനിക്കി ഫ്രണ്ട് കാമറ യും back cmera യും ഒരുമിച്ചു വീഡിയോ എടുക്കാൻ പറ്റുന്ന vivo v 20 പോലെ ഉള്ള ഫോൺ കൾ ഏതൊക്കെ ആണ്.. reno 5pro..6pro അല്ലാതെ.. ഒരു 25k യിൽ ഒതുങ്ങുന്ന ഫോൺ ഉണ്ടോ ചേട്ടൻ എങ്കിലും എനിക്ക് പറഞ്ഞു തരുമോ,Neutral,,,
iphone 12 vs mi 11 ultra comparison ചെയ്യുമോ please🙏,Neutral,,,
Same cameras ആണ്‌. Telephoto വേണമെങ്കിൽമാത്രം pro വാങ്ങിയാൽ മതി. No zoom.Option in cinematic mode,Neutral,,,
iPhone 13 or 13 pro which is better in camera performance..സിനിമാടിക് മൂഡിൽ zoom ചെയ്യാൻ പറ്റുമോ,Neutral,,,
ഇത് ഡബ്ൾ sim ആണോ,Neutral,,,
ഞാൻ ഇന്ന് പോയി 12 pro എടുത്തു....12 pro nd 13 pro 22k difference undu അതു കൊണ്ട് better 12 pro എടുക്കുന്നത് ആണെന്ന് തോന്നി,Neutral,,,
iPhone 8 ന് 20 watt ചാർജെർ use ചെയ്യാമോ ? കുഴപ്പമുണ്ടോ ?.bettar എത്ര watt ചാർജേറ ?.please reply 🙏🏻,Neutral,,,
ZVE 10 Tec tok റിവ്യുവിന് കാത്തിരിക്കുകയാണ്..?,Neutral,,,
ഫിലിമിക് pro ഡൗലോഡ് ചെയ്യുന്നത് എങ്ങനെ,Neutral,,,
എന്ത് കൊണ്ട് നിങ്ങൾ 12pro max include ചെയ്യഞ്ഞത്,Neutral,,,
I phone 13 pro max 128 gb എടുത്താൽ പ്രശ്‌നം ഉണ്ടാകുമോ സ്റ്റോറേജിൻ...?,Neutral,,,
Chetta 2021 ൽ Iphone 11 എടുക്കുന്നത് Worth ആണോ? Iphone 11 Price നന്നായി കുറഞ്ഞു അതാ ചോദിച്ചത് എടുക്കാൻ.,Neutral,,,
Pixel 6 ഇറങ്ങുമ്പോൾ അതിൻ്റെ review ഉം ഇത് പോലെ വേണം.🎈,Neutral,,,
ചേട്ടാ ഇതാണോ അതോ go pro 10ആണോ നല്ലത്,Neutral,,,
Vivo X70 pro plus review ഉടനെ പ്രതീക്ഷിക്കുന്നു 🙏,Neutral,,,
Samsung S20 fe ആണോ i phone se ആണോ better? Please reply me?,Neutral,,,
7plus നേക്കാളും ക്യാമറ കൊള്ളാമോ,Neutral,,,
iPhone SE ആണോ samsung s20 FE ആണോ ക്യാമറ best,Neutral,,,
Video shoot cheythal ethra മണിക്കൂർ കിട്ടും ചാർജ്,Neutral,,,
iPhone SE plus എന്നൊരു ഫോൺ ഇല്ല ബ്രോ,Neutral,,,
"Harish sir, iphone SE plusനെ കുറിച് details video ചെയ്യുമോ",Neutral,,,
"ഹലോ ബ്രോ, ഐഫോൺ 8 256ജിബി ആണോ ഐഫോൺ 7പ്ലസ് 128ജിബി ആണോ നല്ലത് plzz answer",Neutral,,,
64 ജിബി Memory card ഇടാൻ പറ്റുമോ,Neutral,,,
Iphone 11 64gb എടുക്കുന്നത് ആണോ നല്ലത് SE 128 gb എടുക്കുന്നത് ആണോ ബെറ്റർ,Neutral,,,
Vedio quality kuraythe send cheyyan പറ്റുന്ന അപ്പ്‌ ഉണ്ടോ pls,Neutral,,,
Bro. ഏത് gimbel ആണ് നല്ലത് phnil use ചെയ്യാൻ.,Neutral,,,
ഇതുപോലെ iphone xs max ടെ ഒരു വീഡിയോ ഇടുമോ ചേട്ടാ .എനിക്ക് അതിനെ കുറിച്ച് വലിയ ഐഡിയ ഒന്നും ഇല്ല അതോണ്ടാ,Neutral,,,
iPhone 11 ൽ ഈ വീഡിയോ കാണുന്ന ഞാൻ 🥴,Neutral,,,
നിങ്ങൾ ഉപയോഗിക്കന്ന mic എതാണ്,Neutral,,,
UAE യിൽ നിന്ന് ഫോൺ വാങ്ങയൽ country lock ആകുമോ ? നാട്ടിൽ use ചെയ്യാൻ ആണ്,Neutral,,,
Battery 🔋 നെ കുറിച്ച് പറഞില്ല,Neutral,,,
Se vid stabilization എങ്ങനെ ഉണ്ട്,Neutral,,,
ഇതേ size ൽ ബാസൽ .കുറച്ചു കുറച്ചി രുന്നെങ്കിൽ കിടു ഫോൺ ആവുമായിരുന്നു,Neutral,,,
2020 il Samsung note 9 എടുക്കുന്നതിനെ കുറിച്ച് എന്താ ചേട്ടന്റെ അഭിപ്രായം??,Neutral,,,
Iphone 10 nu 18 wats adaptor യൂസ്‌ ചെയ്താൽ പ്രോബ്ലം ഉണ്ടോ ??,Neutral,,,
hi...എന്റെ apple watch s6 il microphone work ആവുന്നില്ല .any solution ..?,Neutral,,,
"ചേട്ടാ.., ഈ വാച്ചുമായി connect ആകാൻ Iphone തന്നെ വേണോ? Android support ആണോ?",Neutral,,,
Android phonumayitt pair ചെയ്യാൻ പറ്റുമോ?,Neutral,,,
Chetta rs 35000 ഒരു നല്ല dslr camera sujest cheyamo please,Neutral,,,
Consider Samsung products as well. Galaxy Watch 3 ചെയ്യാമോ Hareesh bro 🤍,Neutral,,,
Detaliled rvw പ്രതീക്ഷിക്കുന്നു,Neutral,,,
GPS + Cellular ആണോ നല്ലത് അതോ GPS മാത്രം ഉള്ളതാണോ രണ്ടും തമ്മിലുള്ള വ്യത്യാസവും എന്താണ്...,Neutral,,,
SE yude review കൂടി edanam,Neutral,,,
Bro....ഞാൻ ഒരു ആൻഡ്രോയ്ഡ് യൂസർ ആണ്...അപ്പോൾ ഇപ്പോൾ ഒരു സെക്കന്റ്‌ ഹാൻഡ്‌ 11 പ്രോ മാക്സ് നല്ല വിലയിൽ എടുക്കുന്നതിൽ പ്രശ്നം എന്തെങ്കിലും ഉണ്ടോ?🤔..11 പ്രോ മാക്സ് ഇപ്പോൾ നല്ല ഒരു തീരുമാനമാണോ?🤔,Neutral,,,
AMOLED യിൽ ആണോ LCD യിൽ ആണോ യൂട്യൂബ് വീഡിയോസ് കാണാൻ നല്ലത്,Neutral,,,
84% battery health Ulla IPhone 7 256GB എത്ര പ്രൈസൻ എടുക്കാം..? Hareesh bro......,Neutral,,,
ഇത്ര വില കൂടിയ ഫോണ്‍ ഒകെ എത്ര വര്‍ഷം last cheyum,Neutral,,,
Bro .I phone use ചെയ്യാൻ പറ്റിയ call record app ഏതാണ്,Neutral,,,
ചേട്ടാ iphone 11pro max ram storage etra ചിലരൊക്കെ iphone 11 pro maxin 128 gb ram ഉണ്ടെന്ന് പറയുന്നു അതൊക്കെ ശരിയാണോ ശരിക്കും iphone 11 pro maxinche price koodiya phonilum price kuranna saadarana iphone 11 pro maxiinche ram storage എത്രയാണെന്ന് ഒന്ന് പറയാമോ,Neutral,,,
ഇതിനി ഫിംഗർ പ്രിന്റ് ഉണ്ടോ broo??,Neutral,,,
ആദ്യമായാണ് i phone 11 pro max unboxing മലയാളം unboxing കാണുന്നത്....Geeky ranjith പോലും ചെയ്തില്ല...,Neutral,,,
അപ്പൊ back camara യിൽ slow motion എടുക്കാൻ പറ്റില്ലേ???,Neutral,,,
iPhone 10 to iphone 11 pro converting camera sticker use ചെയ്താൽ എന്തെങ്കിലും ദോഷം ഉണ്ടോ.,Neutral,,,
"Bro ഒരു ഫോൺ വാങ്ങാൻ ഉദ്ദേശിക്കുന്നുണ്ട്, 11 വാങ്ങണോ അതോ pro max വാങ്ങണോ എന്ന് confused ആണ്.. ബഡ്ജറ്റ് കമ്മിയാണ് 11 ന് , bt റിവ്യൂ കണ്ടപ്പോൾ pro max ൽ ഒരു കിടു ആണ്.. നിലവിൽ x ആണ് ഉപോയോഗിച്ചു കൊണ്ടിരിക്കുന്നത് നല്ലൊരു suggst പറയാമോ",Neutral,,,
Samsung fold iphon 11pro max cmpre വീഡിയോ ചെയ്യുമോ,Neutral,,,
Full ഡിസ്പ്ലേ പ്രധീക്ഷിച്ചു,Neutral,,,
iPhone 12 ഇറങ്ങട്ടെ .... അപ്പോൾ 5G support ഇറങ്ങുന്ന iphone വരും . അപ്പോൾ എടുക്കാം .,Neutral,,,
pro yude അർഥം എന്താ ഹുവായിലുണ്ടല്ലോ pro,Neutral,,,
Bro 24 battery bakup ഒക്കെ കിട്ടോ 😭😭??,Neutral,,,
Apple logo മാത്രം mask ചെയ്ത്‌. Scale ചെയ്തതാണ്‌.,Neutral,,,
Bro ഈ വീഡിയോ shoot ചെയ്തിരിക്കുന്നത് ഏത് ക്യാമറ ആണ്,Neutral,,,
Singapore il irangunna phones ഇൽ മാത്രമേ 2 ഫിസിക്കൽ സിം ഉള്ളൂ,Neutral,,,
iPhone XS മുതൽ എല്ലാ ഫോണിലും dual sim ഉണ്ട്‌. ഒരു sim card ഉം ഒരു e-sim ഉം,Neutral,,,
12 Pro max വേറേ camera അല്ലേ?,Neutral,,,
12 Pro max ചെയ്യുമോ : iphone ഏറ്റവും വലിയ camera ഉള്ളത് !,Neutral,,,
ചേട്ടാ. Apple Ipad Air4 vs Ipad Pro 2020 ചെയ്യുമോ.....,Neutral,,,
"SanDisk ixpand mini use chithu but compress avunu ,vere എന്തങ്കിലും option undo",Neutral,,,
Great review hareesh etaa ☺️☺️❤❤.. Cheta 12pro max എന്നാ ഇന്ത്യയിൽ launch ആകുന്നേ???,Neutral,,,
"Ipad 8th generation ന്റെ ഒരു review cheyyumo, please",Neutral,,,
ബ്രോ...11 എടുക്കണോ 12 എടുക്കണോ..? ഇനി ഒരു 2..3കൊല്ലം യൂസ് ചെയുമ്പോൾ 11 എടുത്താൽ 2കൊല്ലം കഴിയുമ്പോൾ 5ജി വരുമ്പോൾ ഈ ഫോൺ outdated ആവുമോ...,Neutral,,,
ഇതിനു ചാർജർ വങ്ങുമ്പോ എത്ര watt te vanganam..??,Neutral,,,
iPhone x ൽ mirror camera option കിട്ടാൻ വഴിയുണ്ടോ ഹരീഷേട്ടാ?,Neutral,,,
"കുറെ Phone reviews ചെയ്യു ബ്രോ... new launch, camera test of new phones etc.",Neutral,,,
"12, 12 mini പെട്ടന്ന് തന്നെ അപ്‌ലോഡ് ചെയ്യണേ",Neutral,,,
Detail Review ചെയ്യാമോ ?,Neutral,,,
മലയാളത്തിൽ Iphone 12 pro യുടെ ഒരുപാട് videos ഉണ്ട്. എന്നാലും Hareeshettante വീഡിയോക്ക് വേണ്ടി കട്ട waiting ആയിരുന്നു♥️♥️,Neutral,,,
ipad mini 7 വരുന്നുണ്ട്. അതിന്റെ ഒരു വീഡിയോ ചെയ്യാമോ. റിലീസിംഗ് ഡേറ്റ് കൂടി.,Neutral,,,
Amount എത്രയാ,Neutral,,,
Nalla audio quality ulla ipad ഏതാണ് especially smule recording,Neutral,,,
ഞാൻ ഐപാഡ്ന് വേണ്ടി ഒരു ഹാർഡ്‌വെയർ കീബോർഡ് വാങ്ങിച്ചു..അതിൽ മലയാളം ടൈപ്പിംഗ് വരുന്നില്ല..ഐപാഡിൽ ടൈപ്പ് ചെയ്യുമോ ഒക്കെ ആണ്..ഹാർഡ്‌വെയർ കീബോർഡ് ഉപയോഗിച് മലയാളം ടൈപ്പ് ചെയ്യാൻ സാധിക്കുന്നില്ല....എന്തെങ്കിലും വഴി ഉണ്ടോ,Neutral,,,
Camera ഏത്?,Neutral,,,
Harisheta ipad 8th gen unboxing and gaming review ഗുണങ്ങളും ദോഷങ്ങളും (please),Neutral,,,
ഏറ്റവും നല്ല കമ്പനി ഐ pad ഏതാ,Neutral,,,
Programing(coding) ചെയ്യാൻ പറ്റുമോ ഇതിൽ??,Neutral,,,
iPhone 12 റിലീസ് എന്നാണ്,Neutral,,,
"ഇപ്പോഴത്തെ ഓൺലൈൻ ക്ലാസ്സ്‌ അറ്റൻഡ് ചെയ്യാൻ ,ഫോണാണോ ,ടാബാണോ നല്ലത് plzreplay",Neutral,,,
ഇ ipad ലൂടെ Short filim videos നല്ല രീതിയിൽ Editing ചെയ്യാൻ കഴിയുമോ....,Neutral,,,
Ios9 Your software is up to date എന്നു കാണിക്കുന്നു,Neutral,,,
ചേട്ടാ എന്റെ ipad mini2 ios 9 ആണ് പോകുനത് ios 10 upgade ആവുന്നില്ല അതിന് കുറിച്ച് video എടൊ,Neutral,,,
Ee video എങ്ങനെയാണ് mibile il kaannumbool full screen unzoom ayitt kaannumnath onn parann tharoo,Neutral,,,
STOCK എവിടെയെങ്കിലും available ആണോ ?,Neutral,,,
Macbook pro യുമായി compire ചെയ്യുമ്പോൾ ഏതാ best,Neutral,,,
മച്ചാ...കിടു visuals ❤️❤️❤️,Neutral,,,
ഇതിൽ പ്രീമിയർ അല്ലെങ്കിൽ ഏതെങ്കിലും advanced editing സോഫ്റ്റ്‌വെയർ ഇൻസ്റ്റാൾ ചെയ്യാൻ പറ്റുമോ?,Neutral,,,
ഞാൻ ഒരു artist ആണ്. ഇപ്പോൾ കയ്യിൽ ipad ഉണ്ട് 2018 മോഡൽ ആണ് എനിക്ക് അപ്ഗ്രേഡ് ചെയ്യണം. ഒരു സംശയം ഉണ്ട് ipad pro 2020 വാങ്ങുമ്പോൾ 11 inch ആണോ 12 ആണോ നല്ലത്. കയ്യിൽ വച്ചു വരക്കാനും യാത്രയിൽ വരക്കാനും എല്ലാം വേണ്ടി ആണ്. എന്തെങ്കിലും idea ഉണ്ടൊ. എന്റെ ipad 2018 model 9.7 inch ആണ്.,Neutral,,,
fcpx സപ്പോർട്ട് ആകുമോ,Neutral,,,
First gen apple pencil work avumo chetanz ?.Or can you suggest me cheap n best ipad which could support First gen pencil. .Btw...Video vere level ayallo.. ഒരുപാട് ideas include cheythitund 👌 poli. Poli..♡,Neutral,,,
അടിപൊളി....വീഡിയോ എഡിറ്റിംഗ് ഒരു രക്ഷയും ഇല്ലാലോ. നല്ല പെർഫോമൻസ് അല്ലെ.... എന്റെ ആദ്യ സിസ്റ്റം 256 HDD ആയിരുന്നു. അന്ന് അത്യാവശ്യം വലിയ കാര്യം ആയിരുന്നു. RAM 1GB ആയിരുന്നു എന്ന് ആണ് ഓർമ്മ.അതും 512ന്റെ 2 എണ്ണം.,Neutral,,,
"oo..! നാന്‍ ഈ വിടെഒയിക് വേണ്ടി wait ചെയുകയായിരുന്നു , i wish i could draw in that ,i am an great artist",Neutral,,,
ആപ്പിളിന്റേതായ ഏതെങ്കിലും അപ്പ്സ് available ആണോ,Neutral,,,
വേറെ ലെവൽ എനിക്ക് ഒരു സംശയം ഉണ്ട്. ഞാൻ ഒരു ഷോപ് നടത്തുന്ന ആളാണ് എനിക്ക് ഷോപ്പിൽ കംപ്യുട്ടർ വെക്കണം എന്നുണ്ട് അതിനു പകരം ഈ ipad ഉം നിങ്ങൾ പറഞ്ഞ കീബോഡും മൗസും വെച്ചാൽ എന്റെ അക്കൗണ്ടിംഗ് അതിൽ നടക്കുമോ,Neutral,,,
നിങ്ങൾ Thumbnail എഡിറ്റ് ചെയ്യുന്ന ആപ്ലിക്കേഷൻ എന്താണ്,Neutral,,,
ഇപ്പോ എടുക്കാൻ ഏതാണ് നല്ലത് airpod pro or airpod 3,Neutral,,,
ചേട്ടാ ഞാൻ last month dubai ന്നു airpods pro വാങ്ങി...... ഇത് orginal ആണോ എന്ന് check ചെയ്യാൻ enthelm വഴിയുണ്ടോ?? സീരിയൽ നമ്പർ check ചെയ്തപ്പോ verified ആണ്.... But ആ സീരിയൽ number clone നും use cheytoode?? 😟,Neutral,,,
Facebook വീഡിയോ . കാണുമ്പോൾ pod റിമോവ്ചെയ്താൽ automatic stop akunillalo .but youtubil its stop while remove from ear,Neutral,,,
കൂടുതൽ വീഡിയോ cheyanam. Realme യുടെ airpod റിവ്യൂ ചെയ്യണേ,Neutral,,,
3000mah ആണോ? 300mah ആണോ?,Neutral,,,
App വാച്ചിലേക്ക് സെറ്റ് ചെയ്യുന്നത് ഒന്ന് പറഞ്ഞു തരുമോ,Neutral,,,
ഇപ്പോൾ ഈ productinu എന്തെങ്കിലും problemമുണ്ടോ?,Neutral,,,
MP3 store ചെയ്യാൻ പറ്റില്ല. Message notification il touch ചെയ്താൽ reply option കാണാം. Gpay india yil activate aayittilla,Neutral,,,
"ഞാൻ 46mm എടുത്തു, mp3 എങ്ങനെ store ചെയ്യും, എങ്ങനെ ആണ് messege notification എങ്ങനെ ആണ് replay കൊടുക്കുന്നത്, പിന്നെ Gpay set ആക്കുന്നത് എങ്ങനെ ആണ്",Neutral,,,
300mh 3000 അല്ല,Neutral,,,
300 mah ആണ് bro ... Bro പറഞ്ഞത് 3000 mah anu....! Anyway good.....,Neutral,,,
"Bro, .IOS 14 version review ഒന്ന് ചെയ്തൂടെ,",Neutral,,,
Hareesh ചേട്ടാ ഇതിന് മുന്നെയും ഞൻ ചോദിച്ചിരുന്നു..Mobile shoot nu ഏതു gimbal കൊള്ളാം. പറയാമോ,Neutral,,,
ചേട്ടാ garmin fenix 6x smartwatch review ചെയ്യാമോ,Neutral,,,
GPS ഉണ്ടോ,Neutral,,,
Just camera മാത്രമല്ല ബ്രോ.. ഒരുപാട്‌ കാര്യങ്ങൾ ഉണ്ട്‌. Budget എത്രയാ?,Neutral,,,
Note 20 ultra anu use chyune oru mirrorless camera എടുക്കാൻ ആഗ്രഹം ഉണ്ട് budget 75K vare pokam kooduthal photography zoom wide angle anu oru model suggest cheyamo ?,Neutral,,,
illusioner. _ 35mm f2 prime എങ്ങനെയുണ്ട്? zoom ലഭിക്കൊ..നന്നായി zoom ലഭിക്കുന്ന xt200ന് കൊടുക്കാവുന്ന lens ഏതാണ്?,Neutral,,,
ഈ ക്യാമറ ഇപ്പോൾ എടുക്കുന്നേ നല്ലതാണോ.... അതോ വേറെ models നോക്കണോ....,Neutral,,,
ഇതിൽ canon lense use ചെയ്യാൻ പറ്റുമോ,Neutral,,,
